wonder_type,name,age,age_key,cost,description_raw,description_clean,tooltip_raw,tooltip_clean,yields,valid_terrains,valid_biomes,valid_features,required_features,placement_constraints,modifiers,max_world_instances,wiki_article_url,wiki_icon_file_url,fextralife_image_url
WONDER_EL_ESCORIAL,El Escorial,Exploration,AGE_EXPLORATION,600,+3 [icon:YIELD_HAPPINESS] Happiness. Has 3 [icon:NAR_REW_GREATWORK] [TIP:LOC_PEDIA_CONCEPTS_GREAT_WORKS_TOOLTIP]Great Work[/TIP] slots. +1 [icon:SETTLEMENT_LIMIT] [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_LIMIT_TOOLTIP]Settlement Limit[/TIP]. +4 [icon:YIELD_HAPPINESS] Happiness on [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP] within 7 tiles of this [TIP:LOC_PEDIA_CONCEPTS_WONDERS_TOOLTIP]Wonder[/TIP]. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be placed on [TIP:LOC_PEDIA_CONCEPTS_ROUGH_TERRAIN_TOOLTIP]Rough Terrain[/TIP].,+3 Happiness. Has 3 Great Work slots. +1 Settlement Limit. +4 Happiness on Cities within 7 tiles of this Wonder. Ageless. Must be placed on Rough Terrain.,Has 3 [icon:NAR_REW_GREATWORK] [TIP:LOC_PEDIA_CONCEPTS_GREAT_WORKS_TOOLTIP]Great Work[/TIP] slots. +1 [icon:SETTLEMENT_LIMIT] [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_LIMIT_TOOLTIP]Settlement Limit[/TIP]. +4 [icon:YIELD_HAPPINESS] Happiness on [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP] within 7 tiles of this [TIP:LOC_PEDIA_CONCEPTS_WONDERS_TOOLTIP]Wonder[/TIP].[N]Must be placed on [TIP:LOC_PEDIA_CONCEPTS_ROUGH_TERRAIN_TOOLTIP]Rough Terrain[/TIP].,Has 3 Great Work slots. +1 Settlement Limit. +4 Happiness on Cities within 7 tiles of this Wonder.Must be placed on Rough Terrain.,+3 HAPPINESS,HILL,,,,terrain:HILL,MOD_EL_ESCORIAL_HAPPINESS_NEARBY; MOD_EL_ESCORIAL_SETTLEMENT_CAP,1,https://civilization.fandom.com/wiki/El_Escorial_(Civ7),https://civilization.fandom.com/wiki/File:El_Escorial_(Civ7).png,
WONDER_ERDENE_ZUU,Erdene Zuu,Exploration,AGE_EXPLORATION,525,+2 [icon:YIELD_CULTURE] Culture. Creating a [TIP:LOC_PEDIA_CONCEPTS_CAVALRY_UNITS_TOOLTIP]Cavalry Unit[/TIP] grants [icon:YIELD_CULTURE] Culture equal to 25% of its cost. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be placed on [TIP:LOC_PEDIA_CONCEPTS_FLAT_TERRAIN_TOOLTIP]Flat Terrain[/TIP].,+2 Culture. Creating a Cavalry Unit grants Culture equal to 25% of its cost. Ageless. Must be placed on Flat Terrain.,Creating a [TIP:LOC_PEDIA_CONCEPTS_MILITARY_UNIT_TOOLTIP]Cavalry Unit[/TIP] grants[icon:YIELD_CULTURE] Culture equal to 25% of its cost.[N]Must be placed on [TIP:LOC_PEDIA_CONCEPTS_FLAT_TERRAIN_TOOLTIP]Flat Terrain[/TIP].,Creating a Cavalry Unit grants Culture equal to 25% of its cost.Must be placed on Flat Terrain.,+2 CULTURE,FLAT,,,,terrain:FLAT,MOD_ERDENE_ZUU_CAVALRY_CULTURE,1,https://civilization.fandom.com/wiki/Erdene_Zuu_(Civ7),https://civilization.fandom.com/wiki/File:Erdene_Zuu_(Civ7).png,
WONDER_FORBIDDEN_CITY,Forbidden City,Exploration,AGE_EXPLORATION,750,"+4 [icon:YIELD_CULTURE] Culture. +1 [icon:YIELD_CULTURE] Culture and [icon:YIELD_GOLD] Gold on all [icon:Action_Fortify] Fortification [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP], [TIP:LOC_PEDIA_CONCEPTS_IMPROVEMENT_TOOLTIP]Improvements[/TIP], and [TIP:LOC_PEDIA_CONCEPTS_WONDERS_TOOLTIP]Wonders[/TIP]. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. +1 [icon:CULTURE_VP] Tourism on [icon:Action_Fortify] Fortifications in this City. Must be placed adjacent to a [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]District[/TIP].","+4 Culture. +1 Culture and Gold on all Fortification Buildings, Improvements, and Wonders. Ageless. +1 Tourism on Fortifications in this City. Must be placed adjacent to a District.","+1 [icon:YIELD_CULTURE] Culture and [icon:YIELD_GOLD] Gold on all [icon:Action_Fortify] Fortification [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP], [TIP:LOC_PEDIA_CONCEPTS_IMPROVEMENT_TOOLTIP]Improvements[/TIP], and [TIP:LOC_PEDIA_CONCEPTS_WONDERS_TOOLTIP]Wonders[/TIP].[N] +1 [icon:CULTURE_VP] Tourism on [icon:Action_Fortify] Fortifications in this [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP]. [N]Must be placed adjacent to a [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]District[/TIP].","+1 Culture and Gold on all Fortification Buildings, Improvements, and Wonders. +1 Tourism on Fortifications in this Settlement. Must be placed adjacent to a District.",+4 CULTURE,,,,,adj_district:DISTRICT_URBAN,MOD_FORBIDDEN_CITY_FORTIFICATION_CULTURE; MOD_FORBIDDEN_CITY_FORTIFICATION_TOURISM,1,https://civilization.fandom.com/wiki/Forbidden_City_(Civ7),https://civilization.fandom.com/wiki/File:Forbidden_City_(Civ7).png,
WONDER_GRAND_BAZAAR,Grand Bazaar,Exploration,AGE_EXPLORATION,525,+2[icon:YIELD_GOLD] Gold. +2 [icon:RADIAL_RESOURCES] [TIP:LOC_PEDIA_CONCEPTS_RESOURCE_CAPACITY_TOOLTIP]Resource Capacity[/TIP] in this [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP]. +3 [icon:YIELD_GOLD] Gold on [icon:HOMELAND] [TIP:LOC_PEDIA_CONCEPTS_HOMELANDS_TOOLTIP]Homelands[/TIP] [TIP:LOC_PEDIA_CONCEPTS_TREASURE_RESOURCES_TOOLTIP]Treasure Resources[/TIP]. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be placed adjacent to a [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]District[/TIP] in the [TIP:LOC_PEDIA_CONCEPTS_HOMELANDS_TOOLTIP]Homelands[/TIP].,+2 Gold. +2 Resource Capacity in this Settlement. +3 Gold on Homelands Treasure Resources. Ageless. Must be placed adjacent to a District in the Homelands.,+2 [icon:RADIAL_RESOURCES] [TIP:LOC_PEDIA_CONCEPTS_RESOURCE_CAPACITY_TOOLTIP]Resource Capacity[/TIP] in this [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP]. +3 [icon:YIELD_GOLD] Gold on [icon:HOMELAND] [TIP:LOC_PEDIA_CONCEPTS_HOMELANDS_TOOLTIP]Homelands[/TIP] [TIP:LOC_PEDIA_CONCEPTS_TREASURE_RESOURCES_TOOLTIP]Treasure Resources[/TIP].[N]Must be placed adjacent to a [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]District[/TIP] in the [TIP:LOC_PEDIA_CONCEPTS_HOMELANDS_TOOLTIP]Homelands[/TIP].,+2 Resource Capacity in this Settlement. +3 Gold on Homelands Treasure Resources.Must be placed adjacent to a District in the Homelands.,+2 GOLD,,,,,adj_district:DISTRICT_URBAN,MOD_GRAND_BAZAAR_HOMELAND_RESOURCE_GOLD; MOD_GRAND_BAZAAR_RESOURCE_CAP,1,https://civilization.fandom.com/wiki/Grand_Bazaar_(Civ7),https://civilization.fandom.com/wiki/File:Grand_Bazaar_(Civ7).png,
WONDER_HALE_O_KEAWE,Hale o Keawe,Exploration,AGE_EXPLORATION,525,"+2 [icon:YIELD_CULTURE] Culture. +1 [icon:YIELD_CULTURE] Culture on Water [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP]. Has 3 [icon:NAR_REW_GREATWORK] [TIP:LOC_PEDIA_CONCEPTS_GREAT_WORKS_TOOLTIP]Great Work[/TIP] slots. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be on Coast adjacent to land, but not adjacent to Tundra.","+2 Culture. +1 Culture on Water Buildings. Has 3 Great Work slots. Ageless. Must be on Coast adjacent to land, but not adjacent to Tundra.","+1 [icon:YIELD_CULTURE] Culture on Water [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP]. Has 3 [icon:NAR_REW_GREATWORK] [TIP:LOC_PEDIA_CONCEPTS_GREAT_WORKS_TOOLTIP]Great Work[/TIP] slots.[N]Must be on Coast adjacent to land, but not adjacent to Tundra.","+1 Culture on Water Buildings. Has 3 Great Work slots.Must be on Coast adjacent to land, but not adjacent to Tundra.",+2 CULTURE,COAST,,,,terrain:COAST; adj_land,MOD_HALE_O_KEAWE_MARINE_CULTURE,1,https://civilization.fandom.com/wiki/Hale_o_Keawe_(Civ7),https://civilization.fandom.com/wiki/File:Hale_o_Keawe_(Civ7).png,
WONDER_HAVANA_HARBOR,Havana Harbor,Exploration,AGE_EXPLORATION,525,+3 [icon:YIELD_GOLD] Gold. This [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP] generates [icon:UNIT_TREASURE_FLEET] [TIP:LOC_PEDIA_CONCEPTS_TREASURE_CONVOY_TOOLTIP]Treasure Convoys[/TIP] worth 3 Cargo in the [TIP:LOC_PEDIA_CONCEPTS_AGE_TOOLTIP]Exploration Age[/TIP]. +1 [icon:ATTRIBUTE_ECONOMIC] Economic [TIP:LOC_PEDIA_CONCEPTS_ATTRIBUTE_TOOLTIP]Attribute[/TIP] Point. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be built in [TIP:LOC_PEDIA_CONCEPTS_DISTANT_LANDS_TOOLTIP]Distant Lands[/TIP] Coast adjacent to Land that is not a Lake.,+3 Gold. This Settlement generates Treasure Convoys worth 3 Cargo in the Exploration Age. +1 Economic Attribute Point. Ageless. Must be built in Distant Lands Coast adjacent to Land that is not a Lake.,This [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP] generates [icon:UNIT_TREASURE_FLEET] [TIP:LOC_PEDIA_CONCEPTS_TREASURE_CONVOY_TOOLTIP]Treasure Convoys[/TIP] worth 3 Cargo in the [TIP:LOC_PEDIA_CONCEPTS_AGE_TOOLTIP]Exploration Age[/TIP]. +1 [icon:ATTRIBUTE_ECONOMIC] Economic [TIP:LOC_PEDIA_CONCEPTS_ATTRIBUTE_TOOLTIP]Attribute[/TIP] Point.[N]Must be built in [TIP:LOC_PEDIA_CONCEPTS_DISTANT_LANDS_TOOLTIP]Distant Lands[/TIP] Coast adjacent to Land that is not a Lake.,This Settlement generates Treasure Convoys worth 3 Cargo in the Exploration Age. +1 Economic Attribute Point.Must be built in Distant Lands Coast adjacent to Land that is not a Lake.,+3 GOLD,COAST,,,,terrain:COAST; adj_land,MOD_HAVANA_HARBOR_AUTO_TREASURE_FLEET; MOD_HAVANA_HARBOR_ECONOMIC_ATTRIBUTE,1,https://civilization.fandom.com/wiki/Havana_Harbor_(Civ7),https://civilization.fandom.com/wiki/File:Havana_Harbor_(Civ7).png,
WONDER_HOUSE_OF_WISDOM,House of Wisdom,Exploration,AGE_EXPLORATION,600,+3 [icon:YIELD_SCIENCE] Science. Gain 1 [icon:NAR_REW_GREATWORK] [TIP:LOC_PEDIA_CONCEPTS_RELIC_TOOLTIP]Relic[/TIP]. Has 3 [icon:NAR_REW_GREATWORK] [TIP:LOC_PEDIA_CONCEPTS_GREAT_WORKS_TOOLTIP]Great Work[/TIP] slots. +2 [icon:YIELD_SCIENCE] Science from [icon:NAR_REW_GREATWORK] [TIP:LOC_PEDIA_CONCEPTS_GREAT_WORKS_TOOLTIP]Great Works[/TIP]. +3 [icon:SCIENCE_VP] Innovation. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be placed adjacent to a [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]District[/TIP].,+3 Science. Gain 1 Relic. Has 3 Great Work slots. +2 Science from Great Works. +3 Innovation. Ageless. Must be placed adjacent to a District.,Gain 1 [icon:NAR_REW_GREATWORK] [TIP:LOC_PEDIA_CONCEPTS_RELIC_TOOLTIP]Relic[/TIP]. Has 3 [icon:NAR_REW_GREATWORK] [TIP:LOC_PEDIA_CONCEPTS_GREAT_WORKS_TOOLTIP]Great Work[/TIP] slots. +2 [icon:YIELD_SCIENCE] Science from [icon:NAR_REW_GREATWORK] [TIP:LOC_PEDIA_CONCEPTS_GREAT_WORKS_TOOLTIP]Great Works[/TIP]. +3 [icon:SCIENCE_VP] Innovation. [N]Must be placed adjacent to a [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]District[/TIP].,Gain 1 Relic. Has 3 Great Work slots. +2 Science from Great Works. +3 Innovation. Must be placed adjacent to a District.,+3 SCIENCE,,,,,adj_district:DISTRICT_URBAN,MOD_HOUSE_OF_WISDOM_FREE_RELICS; MOD_HOUSE_OF_WISDOM_GREATWORKS_SCIENCE; MOD_HOUSE_OF_WISDOM_SCIENCE_VP,1,https://civilization.fandom.com/wiki/House_of_Wisdom_(Civ7),https://civilization.fandom.com/wiki/File:House_of_Wisdom_(Civ7).png,
WONDER_MACHU_PIKCHU,Machu Pikchu,Exploration,AGE_EXPLORATION,750,+4 [icon:YIELD_GOLD] Gold. [icon:CITY_BUILDING_LIST] [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP] in this Settlement gain a +1 [icon:YIELD_CULTURE] Culture and [icon:YIELD_GOLD] Gold Adjacency for Mountains. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be placed on a Grassland or Tropical Mountain.,+4 Gold. Buildings in this Settlement gain a +1 Culture and Gold Adjacency for Mountains. Ageless. Must be placed on a Grassland or Tropical Mountain.,[icon:CITY_BUILDING_LIST] [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP] in this Settlement gain a +1 [icon:YIELD_CULTURE] Culture and [icon:YIELD_GOLD] Gold Adjacency for Mountains.[N]Must be placed on a Grassland or Tropical Mountain.,Buildings in this Settlement gain a +1 Culture and Gold Adjacency for Mountains.Must be placed on a Grassland or Tropical Mountain.,+4 GOLD,MOUNTAIN,"GRASSLAND,TROPICAL",,,"terrain:MOUNTAIN; biome:GRASSLAND,TROPICAL",MOD_MACHU_PIKCHU_MOUNTAIN_ADJACENT_CULTURE; MOD_MACHU_PIKCHU_MOUNTAIN_ADJACENT_GOLD,1,https://civilization.fandom.com/wiki/Machu_Picchu_(Civ7),https://civilization.fandom.com/wiki/File:Machu_Picchu_(Civ7).png,
WONDER_NAN_MADOL,Nan Madol,Exploration,AGE_EXPLORATION,525,"+3[icon:YIELD_CULTURE] Culture, [icon:YIELD_HAPPINESS] Happiness, and [icon:YIELD_PRODUCTION] Production, on the Palace and City Hall on Islands (a landmass with a maximum of 30 tiles). Ageless. Must be placed on Coast adjacent to land, this land must be an Island.","+3 Culture, Happiness, and Production, on the Palace and City Hall on Islands (a landmass with a maximum of 30 tiles). Ageless. Must be placed on Coast adjacent to land, this land must be an Island.","+3[icon:YIELD_CULTURE] Culture, [icon:YIELD_HAPPINESS] Happiness, and [icon:YIELD_PRODUCTION] Production on the Palace and City Hall on Islands (a landmass with a maximum of 30 tiles).[N]Must be placed on Coast adjacent to land, this land must be an Island.","+3 Culture, Happiness, and Production on the Palace and City Hall on Islands (a landmass with a maximum of 30 tiles).Must be placed on Coast adjacent to land, this land must be an Island.",,COAST,,,,terrain:COAST,MOD_NAN_MADOL_ISLAND_YIELDS,1,https://civilization.fandom.com/wiki/Nan_Madol_(Civ7),https://civilization.fandom.com/wiki/File:Nan_Madol_(Civ7).png,
WONDER_NOTRE_DAME,Notre Dame,Exploration,AGE_EXPLORATION,750,+4 [icon:YIELD_HAPPINESS] Happiness. +3[icon:YIELD_CULTURE] Culture on [icon:SPECIALIST] [TIP:LOC_PEDIA_CONCEPTS_SPECIALIST_TOOLTIP]Specialists[/TIP] while in a [icon:CELEBRATION] [TIP:LOC_PEDIA_CONCEPTS_CELEBRATIONS_TOOLTIP]Celebration[/TIP]. Start a [icon:CELEBRATION] [TIP:LOC_PEDIA_CONCEPTS_CELEBRATIONS_TOOLTIP]Celebration[/TIP] immediately after constructing this [TIP:LOC_PEDIA_CONCEPTS_WONDERS_TOOLTIP]Wonder[/TIP]. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be adjacent to a River and a [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]District[/TIP].,+4 Happiness. +3 Culture on Specialists while in a Celebration. Start a Celebration immediately after constructing this Wonder. Ageless. Must be adjacent to a River and a District.,+3 [icon:YIELD_CULTURE] Culture on [icon:SPECIALIST] [TIP:LOC_PEDIA_CONCEPTS_SPECIALIST_TOOLTIP]Specialists[/TIP] while in a [icon:CELEBRATION] [TIP:LOC_PEDIA_CONCEPTS_CELEBRATIONS_TOOLTIP]Celebration[/TIP]. Start a [icon:CELEBRATION] [TIP:LOC_PEDIA_CONCEPTS_CELEBRATIONS_TOOLTIP]Celebration[/TIP] immediately after constructing this [TIP:LOC_PEDIA_CONCEPTS_WONDERS_TOOLTIP]Wonder[/TIP].[N]Must be adjacent to a River and a [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]District[/TIP].,+3 Culture on Specialists while in a Celebration. Start a Celebration immediately after constructing this Wonder.Must be adjacent to a River and a District.,+4 HAPPINESS,,,,,adj_district:DISTRICT_URBAN; adj_river,MOD_NOTRE_DAME_GOLDEN_AGE; MOD_NOTRE_DAME_GOLDEN_AGE_SPECIALIST,1,https://civilization.fandom.com/wiki/Notre_Dame_(Civ7),https://civilization.fandom.com/wiki/File:Notre_Dame_(Civ7).png,
WONDER_REYKHOLT,Reykjaholt,Exploration,AGE_EXPLORATION,750,+3 [icon:YIELD_CULTURE] Culture. +25% [icon:YIELD_PRODUCTION] Production towards training [TIP:LOC_PEDIA_CONCEPTS_MILITARY_UNIT_TOOLTIP]Military Units[/TIP] in this [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]City[/TIP] for every [icon:NAR_REW_GREATWORK] [TIP:LOC_PEDIA_CONCEPTS_GREAT_WORKS_TOOLTIP]Great Work[/TIP] in this [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]City[/TIP]. Has 3 [TIP:LOC_PEDIA_CONCEPTS_GREAT_WORKS_TOOLTIP]Great Work[/TIP] Slots. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be placed on Tundra.,+3 Culture. +25% Production towards training Military Units in this City for every Great Work in this City. Has 3 Great Work Slots. Ageless. Must be placed on Tundra.,+25% [icon:YIELD_PRODUCTION] Production towards training [TIP:LOC_PEDIA_CONCEPTS_MILITARY_UNIT_TOOLTIP]Military Units[/TIP] in this [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]City[/TIP] for every [icon:NAR_REW_GREATWORK] [TIP:LOC_PEDIA_CONCEPTS_GREAT_WORKS_TOOLTIP]Great Work[/TIP] in this [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]City[/TIP]. [N]Has 3 Relic Slots. [N]Must be placed on Tundra.,+25% Production towards training Military Units in this City for every Great Work in this City. Has 3 Relic Slots. Must be placed on Tundra.,+3 CULTURE,,TUNDRA,,,biome:TUNDRA,MOD_REYKHOLT_GREAT_WORK_UNIT_PRODUCTION,1,https://civilization.fandom.com/wiki/Reykholt_(Civ7),https://civilization.fandom.com/wiki/File:Reykholt_(Civ7).png,
WONDER_RILA_MONASTERY,Rila Monastery,Exploration,AGE_EXPLORATION,750,"+4 [icon:YIELD_CULTURE] Culture. Has 3 [icon:NAR_REW_GREATWORK] [TIP:LOC_PEDIA_CONCEPTS_GREAT_WORKS_TOOLTIP]Great Work[/TIP] slots. Gain a [icon:NAR_REW_GREATWORK] [TIP:LOC_PEDIA_CONCEPTS_RELIC_TOOLTIP]Relic[/TIP] every time you construct a [icon:WONDER] [TIP:LOC_PEDIA_CONCEPTS_WONDERS_TOOLTIP]Wonder[/TIP], including this one. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Cannot be placed adjacent to a [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]District[/TIP].","+4 Culture. Has 3 Great Work slots. Gain a Relic every time you construct a Wonder, including this one. Ageless. Cannot be placed adjacent to a District.","Has 3 [icon:NAR_REW_GREATWORK] [TIP:LOC_PEDIA_CONCEPTS_GREAT_WORKS_TOOLTIP]Great Work[/TIP] slots. Gain a [icon:NAR_REW_GREATWORK] [TIP:LOC_PEDIA_CONCEPTS_RELIC_TOOLTIP]Relic[/TIP] every time you construct a [icon:WONDER] [TIP:LOC_PEDIA_CONCEPTS_WONDERS_TOOLTIP]Wonder[/TIP], including this one.[N]Cannot be placed adjacent to a [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]District[/TIP].","Has 3 Great Work slots. Gain a Relic every time you construct a Wonder, including this one.Cannot be placed adjacent to a District.",+4 CULTURE,,,,,frontier,MOD_RILA_MONASTERY_WONDER_RELICS,1,https://civilization.fandom.com/wiki/Rila_Monastery_(Civ7),https://civilization.fandom.com/wiki/File:Rila_Monastery_(Civ7).png,
WONDER_SERPENT_MOUND,Serpent Mound,Exploration,AGE_EXPLORATION,750,+4 [icon:YIELD_DIPLOMACY] Influence. +3 [icon:YIELD_SCIENCE] Science and +2 [icon:YIELD_PRODUCTION] Production on all [icon:CITY_RURAL] [TIP:LOC_PEDIA_CONCEPTS_UNIQUE_IMPROVEMENT_TOOLTIP]Unique Improvements[/TIP] in this [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP]. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be placed in Grassland.,+4 Influence. +3 Science and +2 Production on all Unique Improvements in this Settlement. Ageless. Must be placed in Grassland.,+3 [icon:YIELD_SCIENCE] Science and +2 [icon:YIELD_PRODUCTION] Production on all [icon:CITY_RURAL] [TIP:LOC_PEDIA_CONCEPTS_UNIQUE_IMPROVEMENT_TOOLTIP]Unique Improvements[/TIP] in this [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP].[N]Must be placed in Grassland.,+3 Science and +2 Production on all Unique Improvements in this Settlement.Must be placed in Grassland.,+4 DIPLOMACY,FLAT,GRASSLAND,,,terrain:FLAT; biome:GRASSLAND,MOD_SERPENT_MOUND_UNIQUE_IMPROVEMENT_YIELD,1,https://civilization.fandom.com/wiki/Serpent_Mound_(Civ7),https://civilization.fandom.com/wiki/File:Serpent_Mound_(Civ7).png,
WONDER_SHWEDAGON_ZEDI_DAW,Shwedagon Zedi Daw,Exploration,AGE_EXPLORATION,750,+4[icon:YIELD_SCIENCE] Science. +1[icon:YIELD_SCIENCE] Science on all Rural tiles in this [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP] that have a natural Appeal. +1 [icon:ATTRIBUTE_WILDCARD] Wildcard [TIP:LOC_PEDIA_CONCEPTS_ATTRIBUTE_TOOLTIP]Attribute[/TIP] Point. +3 [icon:SCIENCE_VP] Innovation. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be placed adjacent to a Lake.,+4 Science. +1 Science on all Rural tiles in this Settlement that have a natural Appeal. +1 Wildcard Attribute Point. +3 Innovation. Ageless. Must be placed adjacent to a Lake.,+1[icon:YIELD_SCIENCE] Science on all Rural tiles in this [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP] that have a natural Appeal. +1 [icon:ATTRIBUTE_WILDCARD] [TIP:LOC_PEDIA_CONCEPTS_ATTRIBUTE_TOOLTIP]Wildcard Attribute Point[/TIP]. +3 [icon:SCIENCE_VP] Innovation. [N]Must be placed adjacent to a Lake.,+1 Science on all Rural tiles in this Settlement that have a natural Appeal. +1 Wildcard Attribute Point. +3 Innovation. Must be placed adjacent to a Lake.,+4 SCIENCE,,,,,,MOD_SHWEDAGON_ZEDI_DAW_SCIENCE_VP; MOD_SHWEDAGON_ZEDI_DAW_TILE_APPEAL_SCIENCE; MOD_SHWEDAGON_ZEDI_DAW_WILDCARD_ATTRIBUTE,1,https://civilization.fandom.com/wiki/Shwedagon_Zedi_Daw_(Civ7),https://civilization.fandom.com/wiki/File:Shwedagon_Zedi_Daw_(Civ7).png,
WONDER_THANH_HUE,Thành Huế,Exploration,AGE_EXPLORATION,750,"+4 [icon:YIELD_CULTURE] Culture. +1 [icon:SPECIALIST] [TIP:LOC_PEDIA_CONCEPTS_SPECIALIST_LIMIT_TOOLTIP]Specialist Limit[/TIP] in [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP] with 7 [icon:Action_Fortify] Fortification Constructibles. Acts as a [icon:CITY_FORTIFIED] [TIP:LOC_PEDIA_CONCEPTS_FORTIFIED_DISTRICTS_TOOLTIP]Fortified District[/TIP]. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be built adjacent to Medieval Walls, in a [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]City[/TIP] with 7 Medieval [TIP:LOC_PEDIA_CONCEPTS_WALL_TOOLTIP]Walls[/TIP].","+4 Culture. +1 Specialist Limit in Cities with 7 Fortification Constructibles. Acts as a Fortified District. Ageless. Must be built adjacent to Medieval Walls, in a City with 7 Medieval Walls.","+1 [icon:SPECIALIST] [TIP:LOC_PEDIA_CONCEPTS_SPECIALIST_LIMIT_TOOLTIP]Specialist Limit[/TIP] in [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP] with 7 [icon:Action_Fortify] Fortification Constructibles. Acts as a [icon:CITY_FORTIFIED] [TIP:LOC_PEDIA_CONCEPTS_FORTIFIED_DISTRICTS_TOOLTIP]Fortified District[/TIP].[N]Must be built adjacent to Medieval Walls, in a [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]City[/TIP] with 7 Medieval [TIP:LOC_PEDIA_CONCEPTS_WALL_TOOLTIP]Walls[/TIP].","+1 Specialist Limit in Cities with 7 Fortification Constructibles. Acts as a Fortified District.Must be built adjacent to Medieval Walls, in a City with 7 Medieval Walls.",+4 CULTURE,,,,,requires:BUILDING_MEDIEVAL_WALLS,MOD_THANH_HUE_SPECIALIST_LIMIT,1,https://civilization.fandom.com/wiki/Thành_Huế_(Civ7),https://civilization.fandom.com/wiki/File:Thành_Huế_(Civ7).png,
